runtime,application,algorithm,bw_level,ipath_0,ipath_1,task_count,power_cap,thread_count,year
39.56,mg,rand,1,2,0,2048,80,20,2017
49.77,mg,rand,1,2,0,2048,80,24,2017
34.61,mg,rand,1,2,0,2048,115,16,2017
45.42,mg,rand,1,2,0,2048,115,20,2017
59.82,mg,rand,1,2,0,1024,64,16,2017
74.35,mg,rand,1,2,0,1024,64,20,2017
84.14,mg,rand,1,2,0,1024,64,24,2017
59.9,mg,rand,1,2,0,1024,64,16,2017
64.53,mg,rand,1,2,0,1024,64,20,2017
72.24,mg,rand,1,2,0,1024,64,24,2017
70.07,mg,rand,1,2,0,1024,80,16,2017
70.71,mg,rand,1,2,0,1024,80,20,2017
74.82,mg,rand,1,2,0,1024,80,24,2017
57.05,mg,rand,1,2,0,1024,80,16,2017
69.92,mg,rand,1,2,0,1024,80,20,2017
72.74,mg,rand,1,2,0,1024,80,24,2017
60.98,mg,rand,1,2,0,1024,115,16,2017
72.83,mg,rand,1,2,0,1024,115,20,2017
72.08,mg,rand,1,2,0,1024,115,24,2017
56.53,mg,rand,1,2,0,1024,115,16,2017
69.23,mg,rand,1,2,0,1024,115,20,2017
78.27,mg,rand,1,2,0,1024,115,24,2017
95.43,mg,rand,1,2,0,512,64,16,2017
96.11,mg,rand,1,2,0,512,64,20,2017
120.79,mg,rand,1,2,0,512,64,24,2017
83.91,mg,rand,1,2,0,512,64,16,2017
96.37,mg,rand,1,2,0,512,64,20,2017
88.42,mg,rand,1,2,0,512,80,16,2017
95.69,mg,rand,1,2,0,512,80,20,2017
112.07,mg,rand,1,2,0,512,80,24,2017
79.52,mg,rand,1,2,0,512,80,16,2017
87.76,mg,rand,1,2,0,512,80,20,2017
78.15,mg,rand,1,2,0,512,115,16,2017
93.5,mg,rand,1,2,0,512,115,20,2017
110.04,mg,rand,1,2,0,512,115,24,2017
82.56,mg,rand,1,2,0,512,115,16,2017
17.35,mg,rand,2,1,0,4096,64,24,2017
17.41,mg,rand,2,1,0,4096,64,24,2017
16.16,mg,rand,2,1,0,4096,80,24,2017
15.7,mg,rand,2,1,0,4096,80,24,2017
15.87,mg,rand,2,1,0,4096,115,24,2017
15.48,mg,rand,2,1,0,4096,115,24,2017
24.4,mg,rand,2,1,0,2048,64,16,2017
29.73,mg,rand,2,1,0,2048,64,20,2017
34.62,mg,rand,2,1,0,2048,64,24,2017
24.24,mg,rand,2,1,0,2048,80,16,2017
28.4,mg,rand,2,1,0,2048,80,20,2017
23.46,mg,rand,2,1,0,2048,115,16,2017
28.02,mg,rand,2,1,0,2048,115,20,2017
42.51,mg,rand,2,1,0,1024,64,16,2017
50.57,mg,rand,2,1,0,1024,64,20,2017
60.01,mg,rand,2,1,0,1024,64,24,2017
42.77,mg,rand,2,1,0,1024,64,16,2017
50.37,mg,rand,2,1,0,1024,64,20,2017
59,mg,rand,2,1,0,1024,64,24,2017
41.59,mg,rand,2,1,0,1024,80,16,2017
50.11,mg,rand,2,1,0,1024,80,20,2017
55.73,mg,rand,2,1,0,1024,80,24,2017
39.22,mg,rand,2,1,0,1024,80,16,2017
47.19,mg,rand,2,1,0,1024,80,20,2017
55.45,mg,rand,2,1,0,1024,80,24,2017
40.6,mg,rand,2,1,0,1024,115,16,2017
46.84,mg,rand,2,1,0,1024,115,20,2017
54.51,mg,rand,2,1,0,1024,115,24,2017
41.88,mg,rand,2,1,0,1024,115,16,2017
46.62,mg,rand,2,1,0,1024,115,20,2017
54.39,mg,rand,2,1,0,1024,115,24,2017
71.72,mg,rand,2,1,0,512,64,16,2017
84.15,mg,rand,2,1,0,512,64,20,2017
97.4,mg,rand,2,1,0,512,64,24,2017
70.92,mg,rand,2,1,0,512,64,16,2017
85.2,mg,rand,2,1,0,512,64,20,2017
68.36,mg,rand,2,1,0,512,80,16,2017
79.71,mg,rand,2,1,0,512,80,20,2017
92.02,mg,rand,2,1,0,512,80,24,2017
67.35,mg,rand,2,1,0,512,80,16,2017
79.12,mg,rand,2,1,0,512,80,20,2017
66.83,mg,rand,2,1,0,512,115,16,2017
77.21,mg,rand,2,1,0,512,115,20,2017
90.12,mg,rand,2,1,0,512,115,24,2017
66.89,mg,rand,2,1,0,512,115,16,2017
15.98,mg,rand,3,0,0,4096,64,24,2017
16.13,mg,rand,3,0,0,4096,64,24,2017
15.22,mg,rand,3,0,0,4096,80,24,2017
14.61,mg,rand,3,0,0,4096,80,24,2017
14.9,mg,rand,3,0,0,4096,115,24,2017
14.24,mg,rand,3,0,0,4096,115,24,2017
21.36,mg,rand,3,0,0,2048,64,16,2017
26.24,mg,rand,3,0,0,2048,64,20,2017
30.97,mg,rand,3,0,0,2048,64,24,2017
20.09,mg,rand,3,0,0,2048,80,16,2017
24.63,mg,rand,3,0,0,2048,80,20,2017
20.03,mg,rand,3,0,0,2048,115,16,2017
24,mg,rand,3,0,0,2048,115,20,2017
38.49,mg,rand,3,0,0,1024,64,16,2017
46.36,mg,rand,3,0,0,1024,64,20,2017
54.82,mg,rand,3,0,0,1024,64,24,2017
38.93,mg,rand,3,0,0,1024,64,16,2017
46.69,mg,rand,3,0,0,1024,64,20,2017
54.69,mg,rand,3,0,0,1024,64,24,2017
36.55,mg,rand,3,0,0,1024,80,16,2017
42.85,mg,rand,3,0,0,1024,80,20,2017
49.98,mg,rand,3,0,0,1024,80,24,2017
36.34,mg,rand,3,0,0,1024,80,16,2017
43.03,mg,rand,3,0,0,1024,80,20,2017
49.8,mg,rand,3,0,0,1024,80,24,2017
36.09,mg,rand,3,0,0,1024,115,16,2017
41.74,mg,rand,3,0,0,1024,115,20,2017
48.83,mg,rand,3,0,0,1024,115,24,2017
36.05,mg,rand,3,0,0,1024,115,16,2017
41.94,mg,rand,3,0,0,1024,115,20,2017
48.43,mg,rand,3,0,0,1024,115,24,2017
66.37,mg,rand,3,0,0,512,64,16,2017
79.68,mg,rand,3,0,0,512,64,20,2017
91.82,mg,rand,3,0,0,512,64,24,2017
66.64,mg,rand,3,0,0,512,64,16,2017
80.5,mg,rand,3,0,0,512,64,20,2017
62.07,mg,rand,3,0,0,512,80,16,2017
73.79,mg,rand,3,0,0,512,80,20,2017
85.26,mg,rand,3,0,0,512,80,24,2017
61.98,mg,rand,3,0,0,512,80,16,2017
73.75,mg,rand,3,0,0,512,80,20,2017
61.06,mg,rand,3,0,0,512,115,16,2017
72.44,mg,rand,3,0,0,512,115,20,2017
83.44,mg,rand,3,0,0,512,115,24,2017
61.99,mg,rand,3,0,0,512,115,16,2017
15.75,mg,rand,4,0,1,4096,64,24,2017
16.07,mg,rand,4,0,1,4096,64,24,2017
15.21,mg,rand,4,0,1,4096,80,24,2017
14.51,mg,rand,4,0,1,4096,80,24,2017
14.89,mg,rand,4,0,1,4096,115,24,2017
14.15,mg,rand,4,0,1,4096,115,24,2017
21.28,mg,rand,4,0,1,2048,64,16,2017
26,mg,rand,4,0,1,2048,64,20,2017
30.42,mg,rand,4,0,1,2048,64,24,2017
19.65,mg,rand,4,0,1,2048,80,16,2017
23.97,mg,rand,4,0,1,2048,80,20,2017
19.57,mg,rand,4,0,1,2048,115,16,2017
23.66,mg,rand,4,0,1,2048,115,20,2017
37.32,mg,rand,4,0,1,1024,64,16,2017
45.14,mg,rand,4,0,1,1024,64,20,2017
53.68,mg,rand,4,0,1,1024,64,24,2017
37.47,mg,rand,4,0,1,1024,64,16,2017
45.38,mg,rand,4,0,1,1024,64,20,2017
54.03,mg,rand,4,0,1,1024,64,24,2017
34.83,mg,rand,4,0,1,1024,80,16,2017
41.52,mg,rand,4,0,1,1024,80,20,2017
49.06,mg,rand,4,0,1,1024,80,24,2017
35.04,mg,rand,4,0,1,1024,80,16,2017
41.7,mg,rand,4,0,1,1024,80,20,2017
48.94,mg,rand,4,0,1,1024,80,24,2017
35.14,mg,rand,4,0,1,1024,115,16,2017
40.67,mg,rand,4,0,1,1024,115,20,2017
47.79,mg,rand,4,0,1,1024,115,24,2017
34.68,mg,rand,4,0,1,1024,115,16,2017
40.59,mg,rand,4,0,1,1024,115,20,2017
47.53,mg,rand,4,0,1,1024,115,24,2017
64.71,mg,rand,4,0,1,512,64,16,2017
78.38,mg,rand,4,0,1,512,64,20,2017
93.25,mg,rand,4,0,1,512,64,24,2017
64.71,mg,rand,4,0,1,512,64,16,2017
78.8,mg,rand,4,0,1,512,64,20,2017
59.79,mg,rand,4,0,1,512,80,16,2017
72.65,mg,rand,4,0,1,512,80,20,2017
84.36,mg,rand,4,0,1,512,80,24,2017
60.94,mg,rand,4,0,1,512,80,16,2017
72.48,mg,rand,4,0,1,512,80,20,2017
60.2,mg,rand,4,0,1,512,115,16,2017
71.49,mg,rand,4,0,1,512,115,20,2017
83.29,mg,rand,4,0,1,512,115,24,2017
60.65,mg,rand,4,0,1,512,115,16,2017
15.7,mg,rand,5,0,2,4096,64,24,2017
16,mg,rand,5,0,2,4096,64,24,2017
14.93,mg,rand,5,0,2,4096,80,24,2017
14.47,mg,rand,5,0,2,4096,80,24,2017
14.74,mg,rand,5,0,2,4096,115,24,2017
14.17,mg,rand,5,0,2,4096,115,24,2017
21.02,mg,rand,5,0,2,2048,64,16,2017
26.05,mg,rand,5,0,2,2048,64,20,2017
30.68,mg,rand,5,0,2,2048,64,24,2017
19.78,mg,rand,5,0,2,2048,80,16,2017
23.83,mg,rand,5,0,2,2048,80,20,2017
19.49,mg,rand,5,0,2,2048,115,16,2017
23.73,mg,rand,5,0,2,2048,115,20,2017
37.13,mg,rand,5,0,2,1024,64,16,2017
44.82,mg,rand,5,0,2,1024,64,20,2017
53.67,mg,rand,5,0,2,1024,64,24,2017
37.57,mg,rand,5,0,2,1024,64,16,2017
45.16,mg,rand,5,0,2,1024,64,20,2017
53.62,mg,rand,5,0,2,1024,64,24,2017
34.81,mg,rand,5,0,2,1024,80,16,2017
41.53,mg,rand,5,0,2,1024,80,20,2017
49.12,mg,rand,5,0,2,1024,80,24,2017
35.06,mg,rand,5,0,2,1024,80,16,2017
41.42,mg,rand,5,0,2,1024,80,20,2017
49.16,mg,rand,5,0,2,1024,80,24,2017
34.94,mg,rand,5,0,2,1024,115,16,2017
40.71,mg,rand,5,0,2,1024,115,20,2017
47.78,mg,rand,5,0,2,1024,115,24,2017
34.68,mg,rand,5,0,2,1024,115,16,2017
40.71,mg,rand,5,0,2,1024,115,20,2017
47.5,mg,rand,5,0,2,1024,115,24,2017
64.54,mg,rand,5,0,2,512,64,16,2017
77.87,mg,rand,5,0,2,512,64,20,2017
91.33,mg,rand,5,0,2,512,64,24,2017
65.03,mg,rand,5,0,2,512,64,16,2017
77.65,mg,rand,5,0,2,512,64,20,2017
60.08,mg,rand,5,0,2,512,80,16,2017
72.88,mg,rand,5,0,2,512,80,20,2017
84.05,mg,rand,5,0,2,512,80,24,2017
60.67,mg,rand,5,0,2,512,80,16,2017
60.28,mg,rand,5,0,2,512,115,16,2017
70.94,mg,rand,5,0,2,512,115,20,2017
82.51,mg,rand,5,0,2,512,115,24,2017
60.21,mg,rand,5,0,2,512,115,16,2017
22.44,mg,spr,1,2,0,4096,64,24,2017
21.1,mg,spr,1,2,0,4096,80,24,2017
20.3,mg,spr,1,2,0,4096,115,24,2017
33.34,mg,spr,1,2,0,2048,64,16,2017
39.17,mg,spr,1,2,0,2048,64,20,2017
38.71,mg,spr,1,2,0,2048,64,24,2017
32.19,mg,spr,1,2,0,2048,80,16,2017
37.91,mg,spr,1,2,0,2048,80,20,2017
36.89,mg,spr,1,2,0,2048,80,24,2017
29.98,mg,spr,1,2,0,2048,115,16,2017
37.42,mg,spr,1,2,0,2048,115,20,2017
57.12,mg,spr,1,2,0,1024,64,16,2017
57.19,mg,spr,1,2,0,1024,64,20,2017
60.68,mg,spr,1,2,0,1024,64,24,2017
56.12,mg,spr,1,2,0,1024,80,16,2017
54.64,mg,spr,1,2,0,1024,80,20,2017
57.01,mg,spr,1,2,0,1024,80,24,2017
49.26,mg,spr,1,2,0,1024,115,16,2017
54.56,mg,spr,1,2,0,1024,115,20,2017
55.89,mg,spr,1,2,0,1024,115,24,2017
89.85,mg,spr,1,2,0,512,64,16,2017
99.66,mg,spr,1,2,0,512,64,20,2017
113.3,mg,spr,1,2,0,512,64,24,2017
86.71,mg,spr,1,2,0,512,80,16,2017
93.32,mg,spr,1,2,0,512,80,20,2017
107.98,mg,spr,1,2,0,512,80,24,2017
91.36,mg,spr,1,2,0,512,115,20,2017
105,mg,spr,1,2,0,512,115,24,2017
16.85,mg,spr,2,1,0,4096,64,24,2017
16.05,mg,spr,2,1,0,4096,80,24,2017
15.67,mg,spr,2,1,0,4096,115,24,2017
23.18,mg,spr,2,1,0,2048,64,16,2017
27.7,mg,spr,2,1,0,2048,64,20,2017
32.45,mg,spr,2,1,0,2048,64,24,2017
22.19,mg,spr,2,1,0,2048,80,16,2017
26.35,mg,spr,2,1,0,2048,80,20,2017
30.47,mg,spr,2,1,0,2048,80,24,2017
21.79,mg,spr,2,1,0,2048,115,16,2017
26.54,mg,spr,2,1,0,2048,115,20,2017
41.96,mg,spr,2,1,0,1024,64,16,2017
48.8,mg,spr,2,1,0,1024,64,20,2017
56.3,mg,spr,2,1,0,1024,64,24,2017
39.82,mg,spr,2,1,0,1024,80,16,2017
46.06,mg,spr,2,1,0,1024,80,20,2017
52.34,mg,spr,2,1,0,1024,80,24,2017
39.36,mg,spr,2,1,0,1024,115,16,2017
45.66,mg,spr,2,1,0,1024,115,20,2017
51.16,mg,spr,2,1,0,1024,115,24,2017
70.42,mg,spr,2,1,0,512,64,16,2017
83.72,mg,spr,2,1,0,512,64,20,2017
98.21,mg,spr,2,1,0,512,64,24,2017
66.75,mg,spr,2,1,0,512,80,16,2017
78.01,mg,spr,2,1,0,512,80,20,2017
91.11,mg,spr,2,1,0,512,80,24,2017
65.8,mg,spr,2,1,0,512,115,16,2017
76.74,mg,spr,2,1,0,512,115,20,2017
89.06,mg,spr,2,1,0,512,115,24,2017
15.82,mg,spr,3,0,0,4096,64,24,2017
15.16,mg,spr,3,0,0,4096,80,24,2017
14.86,mg,spr,3,0,0,4096,115,24,2017
21.23,mg,spr,3,0,0,2048,64,16,2017
26.24,mg,spr,3,0,0,2048,64,20,2017
30.74,mg,spr,3,0,0,2048,64,24,2017
19.99,mg,spr,3,0,0,2048,80,16,2017
24.42,mg,spr,3,0,0,2048,80,20,2017
19.83,mg,spr,3,0,0,2048,115,16,2017
38.33,mg,spr,3,0,0,1024,64,16,2017
45.55,mg,spr,3,0,0,1024,64,20,2017
53.92,mg,spr,3,0,0,1024,64,24,2017
35.76,mg,spr,3,0,0,1024,80,16,2017
42.46,mg,spr,3,0,0,1024,80,20,2017
49.4,mg,spr,3,0,0,1024,80,24,2017
35.64,mg,spr,3,0,0,1024,115,16,2017
41.69,mg,spr,3,0,0,1024,115,20,2017
48.17,mg,spr,3,0,0,1024,115,24,2017
66.13,mg,spr,3,0,0,512,64,16,2017
80.01,mg,spr,3,0,0,512,64,20,2017
93.24,mg,spr,3,0,0,512,64,24,2017
62.22,mg,spr,3,0,0,512,80,16,2017
74.08,mg,spr,3,0,0,512,80,20,2017
86.36,mg,spr,3,0,0,512,80,24,2017
61.59,mg,spr,3,0,0,512,115,16,2017
72.86,mg,spr,3,0,0,512,115,20,2017
84.55,mg,spr,3,0,0,512,115,24,2017
15.72,mg,spr,4,0,1,4096,64,24,2017
15.17,mg,spr,4,0,1,4096,80,24,2017
14.88,mg,spr,4,0,1,4096,115,24,2017
20.85,mg,spr,4,0,1,2048,64,16,2017
26.19,mg,spr,4,0,1,2048,64,20,2017
30.87,mg,spr,4,0,1,2048,64,24,2017
24.26,mg,spr,4,0,1,2048,80,20,2017
19.61,mg,spr,4,0,1,2048,115,16,2017
23.95,mg,spr,4,0,1,2048,115,20,2017
37.3,mg,spr,4,0,1,1024,64,16,2017
44.83,mg,spr,4,0,1,1024,64,20,2017
53.72,mg,spr,4,0,1,1024,64,24,2017
35.04,mg,spr,4,0,1,1024,80,16,2017
41.55,mg,spr,4,0,1,1024,80,20,2017
49.08,mg,spr,4,0,1,1024,80,24,2017
34.73,mg,spr,4,0,1,1024,115,16,2017
40.81,mg,spr,4,0,1,1024,115,20,2017
47.63,mg,spr,4,0,1,1024,115,24,2017
65.44,mg,spr,4,0,1,512,64,16,2017
78.41,mg,spr,4,0,1,512,64,20,2017
91.58,mg,spr,4,0,1,512,64,24,2017
60.92,mg,spr,4,0,1,512,80,16,2017
73.13,mg,spr,4,0,1,512,80,20,2017
85.13,mg,spr,4,0,1,512,80,24,2017
60.59,mg,spr,4,0,1,512,115,16,2017
71.45,mg,spr,4,0,1,512,115,20,2017
82.97,mg,spr,4,0,1,512,115,24,2017
15.83,mg,spr,5,0,2,4096,64,24,2017
14.99,mg,spr,5,0,2,4096,80,24,2017
14.88,mg,spr,5,0,2,4096,115,24,2017
20.86,mg,spr,5,0,2,2048,64,16,2017
26.06,mg,spr,5,0,2,2048,64,20,2017
30.52,mg,spr,5,0,2,2048,64,24,2017
19.66,mg,spr,5,0,2,2048,80,16,2017
24.42,mg,spr,5,0,2,2048,80,20,2017
19.56,mg,spr,5,0,2,2048,115,16,2017
24.57,mg,spr,5,0,2,2048,115,20,2017
37.33,mg,spr,5,0,2,1024,64,16,2017
44.7,mg,spr,5,0,2,1024,64,20,2017
53.67,mg,spr,5,0,2,1024,64,24,2017
34.98,mg,spr,5,0,2,1024,80,16,2017
41.61,mg,spr,5,0,2,1024,80,20,2017
49.08,mg,spr,5,0,2,1024,80,24,2017
34.59,mg,spr,5,0,2,1024,115,16,2017
40.76,mg,spr,5,0,2,1024,115,20,2017
47.57,mg,spr,5,0,2,1024,115,24,2017
64.92,mg,spr,5,0,2,512,64,16,2017
78.17,mg,spr,5,0,2,512,64,20,2017
91.63,mg,spr,5,0,2,512,64,24,2017
60.96,mg,spr,5,0,2,512,80,16,2017
72.84,mg,spr,5,0,2,512,80,20,2017
85.23,mg,spr,5,0,2,512,80,24,2017
60.25,mg,spr,5,0,2,512,115,16,2017
71.35,mg,spr,5,0,2,512,115,20,2017
83.35,mg,spr,5,0,2,512,115,24,2017
23.042462,amr,pak,1,2,0,4096,64,16,2019
104.600695,amr,pak,1,2,0,4096,64,24,2019
21.94122,amr,pak,1,2,0,4096,80,16,2019
99.025691,amr,pak,1,2,0,4096,80,24,2019
99.52655,amr,pak,1,2,0,4096,115,24,2019
48.842436,amr,pak,1,2,0,2048,64,16,2019
42.926846,amr,pak,1,2,0,2048,64,24,2019
47.719345,amr,pak,1,2,0,2048,80,16,2019
40.287481,amr,pak,1,2,0,2048,80,24,2019
48.106301,amr,pak,1,2,0,2048,115,16,2019
39.412995,amr,pak,1,2,0,2048,115,24,2019
26.897351,amr,pak,1,2,0,1024,64,16,2019
32.464688,amr,pak,1,2,0,1024,64,20,2019
31.0494,amr,pak,1,2,0,1024,64,24,2019
26.263266,amr,pak,1,2,0,1024,80,16,2019
31.294239,amr,pak,1,2,0,1024,80,20,2019
28.612562,amr,pak,1,2,0,1024,80,24,2019
26.260273,amr,pak,1,2,0,1024,115,16,2019
30.974489,amr,pak,1,2,0,1024,115,20,2019
27.495005,amr,pak,1,2,0,1024,115,24,2019
23.10746,amr,pak,2,1,0,4096,64,16,2019
64.026377,amr,pak,2,1,0,4096,64,24,2019
22.104679,amr,pak,2,1,0,4096,80,16,2019
59.399148,amr,pak,2,1,0,4096,80,24,2019
57.132081,amr,pak,2,1,0,4096,115,24,2019
28.353293,amr,pak,2,1,0,2048,64,16,2019
39.060553,amr,pak,2,1,0,2048,64,24,2019
27.090642,amr,pak,2,1,0,2048,80,16,2019
36.998692,amr,pak,2,1,0,2048,80,24,2019
27.125267,amr,pak,2,1,0,2048,115,16,2019
35.370485,amr,pak,2,1,0,2048,115,24,2019
24.241972,amr,pak,2,1,0,1024,64,16,2019
30.43959,amr,pak,2,1,0,1024,64,20,2019
30.189649,amr,pak,2,1,0,1024,64,24,2019
23.149841,amr,pak,2,1,0,1024,80,16,2019
29.335252,amr,pak,2,1,0,1024,80,20,2019
27.779328,amr,pak,2,1,0,1024,80,24,2019
23.148787,amr,pak,2,1,0,1024,115,16,2019
28.770043,amr,pak,2,1,0,1024,115,20,2019
26.406626,amr,pak,2,1,0,1024,115,24,2019
22.962469,amr,pak,3,0,0,4096,64,16,2019
49.354965,amr,pak,3,0,0,4096,64,24,2019
21.706201,amr,pak,3,0,0,4096,80,16,2019
44.432445,amr,pak,3,0,0,4096,80,24,2019
42.336092,amr,pak,3,0,0,4096,115,24,2019
22.524677,amr,pak,3,0,0,2048,64,16,2019
34.507387,amr,pak,3,0,0,2048,64,24,2019
21.60758,amr,pak,3,0,0,2048,80,16,2019
31.255197,amr,pak,3,0,0,2048,80,24,2019
21.854543,amr,pak,3,0,0,2048,115,16,2019
29.887734,amr,pak,3,0,0,2048,115,24,2019
19.952118,amr,pak,3,0,0,1024,64,16,2019
27.363653,amr,pak,3,0,0,1024,64,20,2019
28.698821,amr,pak,3,0,0,1024,64,24,2019
19.115038,amr,pak,3,0,0,1024,80,16,2019
26.301434,amr,pak,3,0,0,1024,80,20,2019
25.747924,amr,pak,3,0,0,1024,80,24,2019
19.166615,amr,pak,3,0,0,1024,115,16,2019
25.59238,amr,pak,3,0,0,1024,115,20,2019
24.782244,amr,pak,3,0,0,1024,115,24,2019
22.849682,amr,pak,4,0,1,4096,64,16,2019
45.420014,amr,pak,4,0,1,4096,64,24,2019
21.625801,amr,pak,4,0,1,4096,80,16,2019
40.077812,amr,pak,4,0,1,4096,80,24,2019
38.222544,amr,pak,4,0,1,4096,115,24,2019
20.971295,amr,pak,4,0,1,2048,64,16,2019
34.090524,amr,pak,4,0,1,2048,64,24,2019
19.544674,amr,pak,4,0,1,2048,80,16,2019
30.035685,amr,pak,4,0,1,2048,80,24,2019
19.692218,amr,pak,4,0,1,2048,115,16,2019
29.083436,amr,pak,4,0,1,2048,115,24,2019
19.229608,amr,pak,4,0,1,1024,64,16,2019
26.859601,amr,pak,4,0,1,1024,64,20,2019
27.656983,amr,pak,4,0,1,1024,64,24,2019
18.049316,amr,pak,4,0,1,1024,80,16,2019
25.069587,amr,pak,4,0,1,1024,80,20,2019
25.002446,amr,pak,4,0,1,1024,80,24,2019
18.208409,amr,pak,4,0,1,1024,115,16,2019
25.328406,amr,pak,4,0,1,1024,115,20,2019
24.147812,amr,pak,4,0,1,1024,115,24,2019
22.864067,amr,pak,5,0,2,4096,64,16,2019
45.317775,amr,pak,5,0,2,4096,64,24,2019
21.699427,amr,pak,5,0,2,4096,80,16,2019
39.379576,amr,pak,5,0,2,4096,80,24,2019
38.355352,amr,pak,5,0,2,4096,115,24,2019
20.886512,amr,pak,5,0,2,2048,64,16,2019
34.42273,amr,pak,5,0,2,2048,64,24,2019
19.595008,amr,pak,5,0,2,2048,80,16,2019
30.465785,amr,pak,5,0,2,2048,80,24,2019
19.634138,amr,pak,5,0,2,2048,115,16,2019
28.540548,amr,pak,5,0,2,2048,115,24,2019
19.222309,amr,pak,5,0,2,1024,64,16,2019
26.887887,amr,pak,5,0,2,1024,64,20,2019
27.972271,amr,pak,5,0,2,1024,64,24,2019
18.307009,amr,pak,5,0,2,1024,80,16,2019
25.439382,amr,pak,5,0,2,1024,80,20,2019
25.282687,amr,pak,5,0,2,1024,80,24,2019
18.088542,amr,pak,5,0,2,1024,115,16,2019
24.860136,amr,pak,5,0,2,1024,115,20,2019
23.59863,amr,pak,5,0,2,1024,115,24,2019
23.011469,amr,rand,1,2,0,4096,64,16,2019
121.158411,amr,rand,1,2,0,4096,64,24,2019
21.824982,amr,rand,1,2,0,4096,80,16,2019
127.706532,amr,rand,1,2,0,4096,80,24,2019
115.52437,amr,rand,1,2,0,4096,115,24,2019
59.338378,amr,rand,1,2,0,2048,64,16,2019
63.837206,amr,rand,1,2,0,2048,64,24,2019
71.588846,amr,rand,1,2,0,2048,80,16,2019
94.803246,amr,rand,1,2,0,2048,80,24,2019
71.719871,amr,rand,1,2,0,2048,115,16,2019
66.909672,amr,rand,1,2,0,2048,115,24,2019
63.166172,amr,rand,1,2,0,1024,64,16,2019
86.993731,amr,rand,1,2,0,1024,64,20,2019
52.924854,amr,rand,1,2,0,1024,64,24,2019
52.876797,amr,rand,1,2,0,1024,80,16,2019
75.901117,amr,rand,1,2,0,1024,80,20,2019
71.90338,amr,rand,1,2,0,1024,80,24,2019
58.01635,amr,rand,1,2,0,1024,115,16,2019
78.425741,amr,rand,1,2,0,1024,115,20,2019
58.745723,amr,rand,1,2,0,1024,115,24,2019
23.01912,amr,rand,2,1,0,4096,64,16,2019
68.55411,amr,rand,2,1,0,4096,64,24,2019
21.75275,amr,rand,2,1,0,4096,80,16,2019
62.877099,amr,rand,2,1,0,4096,80,24,2019
62.877693,amr,rand,2,1,0,4096,115,24,2019
32.150837,amr,rand,2,1,0,2048,64,16,2019
50.338289,amr,rand,2,1,0,2048,64,24,2019
29.901299,amr,rand,2,1,0,2048,80,16,2019
47.964017,amr,rand,2,1,0,2048,80,24,2019
29.891039,amr,rand,2,1,0,2048,115,16,2019
43.511716,amr,rand,2,1,0,2048,115,24,2019
29.971552,amr,rand,2,1,0,1024,64,16,2019
42.192848,amr,rand,2,1,0,1024,64,20,2019
40.493627,amr,rand,2,1,0,1024,64,24,2019
26.877236,amr,rand,2,1,0,1024,80,16,2019
45.635948,amr,rand,2,1,0,1024,80,20,2019
36.752208,amr,rand,2,1,0,1024,80,24,2019
29.211005,amr,rand,2,1,0,1024,115,16,2019
42.239672,amr,rand,2,1,0,1024,115,20,2019
35.963469,amr,rand,2,1,0,1024,115,24,2019
22.821373,amr,rand,3,0,0,4096,64,16,2019
50.731605,amr,rand,3,0,0,4096,64,24,2019
21.758306,amr,rand,3,0,0,4096,80,16,2019
46.653699,amr,rand,3,0,0,4096,80,24,2019
44.322116,amr,rand,3,0,0,4096,115,24,2019
23.558561,amr,rand,3,0,0,2048,64,16,2019
38.520758,amr,rand,3,0,0,2048,64,24,2019
21.831094,amr,rand,3,0,0,2048,80,16,2019
35.758578,amr,rand,3,0,0,2048,80,24,2019
22.79783,amr,rand,3,0,0,2048,115,16,2019
33.356677,amr,rand,3,0,0,2048,115,24,2019
22.376354,amr,rand,3,0,0,1024,64,16,2019
31.529764,amr,rand,3,0,0,1024,64,20,2019
32.659314,amr,rand,3,0,0,1024,64,24,2019
20.690467,amr,rand,3,0,0,1024,80,16,2019
30.777476,amr,rand,3,0,0,1024,80,20,2019
30.958572,amr,rand,3,0,0,1024,80,24,2019
21.435721,amr,rand,3,0,0,1024,115,16,2019
30.846757,amr,rand,3,0,0,1024,115,20,2019
29.622614,amr,rand,3,0,0,1024,115,24,2019
22.748681,amr,rand,4,0,1,4096,64,16,2019
46.284565,amr,rand,4,0,1,4096,64,24,2019
21.613259,amr,rand,4,0,1,4096,80,16,2019
39.190641,amr,rand,4,0,1,4096,80,24,2019
39.574198,amr,rand,4,0,1,4096,115,24,2019
21.300377,amr,rand,4,0,1,2048,64,16,2019
33.864792,amr,rand,4,0,1,2048,64,24,2019
19.950869,amr,rand,4,0,1,2048,80,16,2019
30.194577,amr,rand,4,0,1,2048,80,24,2019
19.543157,amr,rand,4,0,1,2048,115,16,2019
28.649882,amr,rand,4,0,1,2048,115,24,2019
19.15169,amr,rand,4,0,1,1024,64,16,2019
28.356926,amr,rand,4,0,1,1024,64,20,2019
29.002287,amr,rand,4,0,1,1024,64,24,2019
18.292256,amr,rand,4,0,1,1024,80,16,2019
25.455073,amr,rand,4,0,1,1024,80,20,2019
24.881779,amr,rand,4,0,1,1024,80,24,2019
18.414487,amr,rand,4,0,1,1024,115,16,2019
25.360067,amr,rand,4,0,1,1024,115,20,2019
23.886262,amr,rand,4,0,1,1024,115,24,2019
